Name,Age,Nationality,Position,Finishing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Balance,ShotPower,Jumping,Stamina,Strength,quality_level
B. Borrello,22,Australia,RM,65,60,37,82,85,83,76,70,57,66,71,C
K. Broadfoot,33,Scotland,RCB,17,56,61,28,31,27,34,54,30,64,82,C
M. Moscati,25,Italy,CM,54,69,65,67,79,71,71,65,64,90,67,C
Luis Valcarce,25,Spain,LB,49,66,62,80,85,75,74,57,71,90,66,C
H. Kawano,28,Japan,RM,62,63,62,67,62,82,84,58,82,65,55,C
Pol García,23,Spain,LCB,22,54,56,58,66,58,38,49,74,36,69,C
E. Izaguirre,32,Honduras,LB,25,68,63,65,67,76,76,63,71,85,69,C
K. Kuchaev,20,Russia,CAM,62,65,55,83,73,70,64,66,57,68,52,C
Miguelón,22,Spain,RB,25,63,49,71,66,66,67,26,75,70,54,C
J. Ahlmann,27,Denmark,LB,41,65,62,71,75,66,72,59,58,74,66,C
D. Díaz,32,Chile,RCB,21,57,38,55,56,52,57,38,77,68,77,C
L. Cabezas,32,Colombia,ST,65,48,39,62,70,58,58,70,61,57,73,C
T. Pettersson,28,Sweden,LCB,50,62,63,54,53,57,54,63,50,77,83,C
L. Rosseti,23,Italy,ST,66,61,45,64,70,60,70,67,77,72,75,C
V. Rodić,24,Montenegro,RM,63,57,44,83,80,78,82,55,64,77,57,C
S. Aasmundsen,28,Norway,LDM,56,67,64,56,66,72,75,58,81,81,66,C
L. Memela,30,South Africa,LW,70,70,68,73,71,56,78,65,59,52,63,C
N. Giani,32,Italy,LCB,31,42,42,56,56,43,64,42,74,60,80,C
J. Swift,23,England,CM,65,72,69,68,60,82,71,71,50,61,56,C
H. Radetinac,32,Serbia,LW,60,62,61,56,62,62,56,59,32,60,71,C
J. Jacobson,31,Wales,LB,51,59,62,72,75,77,60,62,79,86,73,C
C. Lade,28,United States,RB,36,65,58,75,70,76,74,49,77,80,45,C
J. Kubicki,22,Poland,RCM,58,70,64,74,75,66,75,59,62,86,70,C
J. Coppinger,37,England,LW,61,67,66,56,49,68,86,67,85,67,59,C
Park Jong Woo,29,Korea Republic,CM,56,67,64,77,81,70,67,65,77,71,72,C
A. Benedetti,26,Italy,LB,41,63,60,78,76,73,90,48,61,74,54,C
M. Martínez,34,Argentina,CB,46,53,50,32,35,33,33,68,67,67,82,C
D. Gustavsson,27,Sweden,LM,61,55,49,90,92,78,79,63,72,78,60,C
J. Gammelby,23,Denmark,RB,57,65,56,73,78,63,58,66,68,78,81,C
A. Piech,33,Poland,RS,68,58,47,75,81,74,81,65,83,68,68,C
R. Gabrielsen,26,Norway,RCB,43,48,43,67,72,68,61,66,77,75,83,C
C. Gartner,24,Austria,CM,40,70,67,68,64,74,74,70,59,64,64,C
S. Sinovic,31,United States,LB,38,67,60,60,63,62,67,56,38,69,64,C
B. Straalman,21,Netherlands,LCB,23,58,59,52,66,49,38,36,65,71,73,C
D. Mignanelli,25,Italy,LB,35,61,58,74,87,77,85,58,48,87,58,C
I. Močinić,25,Croatia,CDM,51,63,62,75,65,72,65,52,69,71,56,C
Yun Suk Young,28,Korea Republic,RCM,61,63,60,76,73,75,70,65,66,73,68,C
J. Matoušek,20,Czech Republic,CF,65,66,58,91,87,89,76,57,65,54,55,C
L. Noriega,33,Mexico,LDM,53,68,67,65,60,68,70,72,74,88,73,C
K. Ilsø,31,Denmark,RCM,65,66,56,74,63,75,72,67,69,56,59,C
B. Dickenson,25,England,LM,64,57,56,84,86,80,73,66,72,72,72,C
A. Bussaglia,21,Italy,LW,61,60,50,81,72,85,77,62,71,61,45,C
A. Buksa,21,Poland,ST,67,59,44,67,71,62,47,60,75,72,72,C
R. Tavera,22,Colombia,CDM,50,77,74,69,61,66,78,51,71,72,57,C
V. Sarno,30,Italy,CAM,51,62,63,84,78,90,94,59,72,71,49,C
B. Lennon,20,United States,RB,60,66,62,72,76,66,71,69,76,85,61,C
C. Schoppenhauer,26,Germany,CB,17,43,42,46,52,51,59,31,82,54,74,C
Michel Douglas,26,Brazil,ST,64,63,52,67,64,38,59,65,67,72,76,C
S. Scherder,25,Germany,CB,40,61,59,54,67,37,51,43,62,34,80,C
Y. Nakayama,21,Japan,LDM,35,68,67,75,77,68,69,51,90,74,70,C
S. Väisänen,24,Finland,LCB,35,56,54,54,54,55,56,49,69,55,74,C
J. Ekstrand,29,Sweden,CB,27,60,55,43,46,42,41,40,49,50,75,C
M. Starke,27,Namibia,CF,67,67,52,74,78,65,72,77,63,80,60,C
J. Rodríguez,22,Mexico,LDM,33,73,64,67,68,65,86,58,64,68,65,C
A. Akinfenwa,36,England,LS,66,59,47,38,49,35,71,70,49,77,97,C
Ribamar,21,Brazil,ST,69,60,34,84,80,74,66,70,65,60,80,C
B. Koïta,24,Niger,ST,65,60,38,63,56,59,67,72,69,63,69,C
Y. Endo,30,Japan,RM,64,71,71,47,60,74,83,60,86,73,59,C
K. Dougall,25,Australia,CDM,37,65,62,74,65,64,65,50,76,75,68,C
U. Cardona,19,Mexico,LM,62,64,59,79,77,72,76,59,64,72,44,C
M. Schröter,22,Germany,RM,59,63,65,88,79,68,71,51,59,68,63,C
S. Bradley,26,England,LCB,30,58,50,55,50,61,37,40,68,77,79,C
R. Guitane,19,France,CAM,55,65,59,77,79,81,92,56,56,56,45,C
K. Haugen,24,Norway,LB,54,64,62,72,76,66,68,76,69,83,71,C
F. Aursnes,22,Norway,CM,58,69,65,67,75,74,75,66,71,86,60,C
M. Marshall,31,Jamaica,RM,58,59,54,90,92,92,91,62,75,73,60,C
Dyjan Azevedo,27,Brazil,LW,63,71,59,71,70,64,85,75,47,62,58,C
O. Käuper,21,Germany,CM,58,70,65,63,54,62,61,62,52,66,73,C
S. Kaikai,22,England,LM,62,62,56,79,79,81,74,65,56,54,54,C
M. Pinato,23,Italy,LCM,60,73,67,73,75,77,70,58,67,69,65,C
A. Al Bulayhi,28,Saudi Arabia,LCB,25,50,30,62,67,37,74,37,81,68,79,C
C. Kum,32,Germany,RB,32,59,65,65,65,61,66,70,82,71,70,C
S. Ezatolahi,21,Iran,CM,56,73,66,67,65,59,56,72,59,64,67,C
D. Bamba,23,Ivory Coast,ST,66,58,42,87,83,83,69,70,76,72,69,C
M. Saunier,28,France,CB,16,66,69,35,51,55,60,68,74,65,73,C
S. Nakatani,22,Japan,RCB,18,56,34,73,75,70,52,35,78,68,79,C
G. Berthier,22,France,LM,59,68,64,68,72,72,75,65,52,73,66,C
A. Hloušek,29,Czech Republic,LB,48,67,59,70,75,67,54,65,68,93,71,C
Park Gi Dong,29,Korea Republic,ST,65,65,44,55,63,57,56,70,52,71,77,C
J. Karacan,29,Turkey,CM,54,68,62,73,72,73,75,70,79,78,65,C
V. Černý,20,Czech Republic,RW,62,64,48,84,84,89,62,68,36,59,40,C
Zheng Long,30,China PR,LW,60,62,57,76,75,73,74,60,51,70,67,C
P. Małecki,29,Poland,LM,63,64,56,72,77,78,81,71,71,82,73,C
A. Androutsos,21,Greece,CAM,66,72,64,78,75,76,68,64,56,73,59,C
T. Flanagan,26,Northern Ireland,RCB,34,57,53,62,65,70,61,32,67,70,77,C
D. Furman,30,South Africa,LDM,60,67,68,68,69,71,66,72,72,91,72,C
D. Guastavino,33,Uruguay,LAM,55,72,63,53,69,74,73,71,60,59,60,C
M. Lekven,30,Norway,CM,48,68,67,73,71,81,81,71,74,82,70,C
L. Šimić,21,Croatia,CB,30,52,43,52,51,38,52,47,70,54,77,C
S. Ugarković,23,Australia,LDM,38,70,68,72,72,63,66,57,62,78,76,C
Luis Marleiro,26,Brazil,ST,65,62,44,85,78,68,72,70,84,81,67,C
E. Grezda,23,Albania,RW,59,62,57,91,87,85,75,60,50,59,58,C
G. Koomson,23,Ghana,RW,60,61,60,86,87,79,67,64,67,68,59,C
L. Lindsay,22,Scotland,LCB,21,58,53,47,58,34,54,37,77,71,81,C
K. Paal,21,Netherlands,LB,47,66,61,78,79,74,80,62,77,59,66,C
A. Marciniak,29,Poland,LB,48,61,57,71,73,64,63,75,67,73,75,C
D. Hediger,31,Switzerland,CDM,58,71,61,72,74,74,81,67,76,90,92,C
J. Fortes,29,Cape Verde,RB,39,62,60,75,82,68,65,64,82,75,75,C
J. Intriago,22,Ecuador,CM,30,70,68,71,69,66,56,65,64,78,66,C
V. Sasso,27,France,RCB,22,57,53,42,36,46,46,40,67,38,75,C
F. Rodríguez,36,Mexico,LCB,37,60,50,35,31,30,31,61,60,38,90,C
M. Sánchez,30,Argentina,CDM,47,66,58,70,69,64,76,51,51,73,62,C
S. Makienok,27,Denmark,ST,65,63,49,37,41,39,30,68,67,73,90,C
J. Samuelsen,33,Norway,RCM,59,68,64,60,57,72,79,65,77,71,65,C
Jairo,24,Spain,LM,63,66,55,87,85,80,85,65,49,57,38,C
D. Sjölund,35,Finland,CM,54,67,64,30,30,60,68,64,68,71,70,C
Joni Montiel,19,Spain,CAM,61,68,69,65,61,60,68,40,46,46,37,C
K. Pedersen,25,Denmark,LCB,31,59,50,65,55,58,61,50,75,70,77,C
M. Barać,23,Croatia,LCB,32,58,62,66,55,36,37,68,48,67,90,C
A. Bassi,20,Morocco,CAM,60,71,65,72,67,71,74,61,57,66,54,C
T. Röcher,27,Austria,LM,62,64,57,80,76,79,72,66,72,66,71,C
M. Rivero,28,Argentina,CDM,57,68,65,74,72,82,70,74,59,67,65,C
J. Vela,25,Colombia,CAM,49,64,61,77,72,71,72,54,73,67,42,C
L. Povea,24,Chile,CM,59,71,69,77,75,63,79,65,56,64,63,C
A. Claude Maurice,20,France,LW,63,67,62,87,86,84,81,61,48,55,42,C
M. Vojvoda,23,Kosovo,RB,35,65,67,69,68,66,67,62,65,72,67,C
Kaio Figueiras,26,Brazil,LB,45,67,70,71,72,77,78,62,56,81,67,C
H. Urrego,25,Colombia,CB,38,49,51,56,59,57,51,32,81,79,77,C
M. Ureña,28,Costa Rica,ST,65,64,46,78,79,82,71,65,42,68,70,C
S. Findlay,22,Scotland,LCB,26,62,60,55,64,38,54,42,76,69,69,C
S. Amallah,21,Belgium,RM,64,69,62,66,69,68,68,75,67,64,58,C
Bruno Perone,30,Brazil,RCB,28,61,70,49,53,36,60,55,65,61,84,C
M. Lepe,27,Chile,RDM,30,71,69,58,53,54,60,49,74,76,71,C
I. Jeraldino,22,Chile,RS,67,49,40,67,69,57,63,71,81,66,68,C
C. Vargas,19,Mexico,LB,39,57,55,69,69,65,68,59,71,65,66,C
T. Geyer,27,Germany,LCB,19,64,62,68,72,65,68,37,90,73,68,C
Yun Il Lok,26,Korea Republic,LM,56,69,62,72,70,74,70,60,66,71,69,C
K. Stewart,24,England,CDM,51,68,65,67,63,68,68,64,70,65,72,C
Y. Tafer,27,Algeria,RW,62,65,58,74,79,72,72,68,62,64,56,C
R. Cannon,20,United States,RB,28,63,59,85,86,79,70,48,72,82,60,C
D. Charles,30,England,CB,59,62,60,43,75,72,48,63,77,75,90,C
S. Goss,22,Germany,CM,47,72,73,69,66,65,76,51,66,69,63,C
N. Kilkenny,32,Australia,LDM,41,69,68,42,44,69,72,59,72,68,68,C
S. Blondelle,32,Belgium,LCB,20,65,60,47,46,50,55,67,52,69,76,C
K. Petersen,33,Denmark,CB,24,59,52,37,36,55,49,48,78,54,77,C
R. Ramírez,22,Venezuela,CB,28,62,59,55,54,36,61,46,91,53,79,C
H. Rodríguez,28,Mexico,CB,41,62,57,59,58,50,58,63,56,58,78,C
M. Bani,24,Italy,RCB,12,55,47,53,62,54,44,23,75,63,79,C
M. Stein,32,Germany,RCB,42,60,53,60,63,42,55,63,61,71,77,C
R. McGowan,28,Australia,CB,44,61,58,64,69,58,62,58,44,81,76,C
Y. Herrera,20,Venezuela,RM,49,68,64,53,61,60,68,64,75,69,71,C
S. Sutter,32,Switzerland,RB,54,68,62,63,63,70,67,49,73,89,80,C
D. Roßbach,25,Germany,LB,31,69,62,68,70,62,59,52,60,72,76,C
J. Brayford,30,England,RCB,36,63,65,63,64,76,76,59,80,69,76,C
L. Zarandia,22,Georgia,RM,61,59,57,81,81,81,80,63,35,65,63,C
D. Herner,34,Argentina,RCB,27,48,48,34,34,33,44,54,35,34,85,C
W. Francis,27,Costa Rica,LB,40,63,57,72,77,72,71,61,74,79,61,C
T. Mikkelsen,31,Denmark,LM,62,66,58,80,76,79,75,66,61,72,63,C
David García,24,Spain,CB,35,64,65,57,66,50,64,43,82,74,74,C
M. McNulty,25,Scotland,ST,69,55,36,79,75,72,70,66,73,77,56,C
C. Noone,30,England,RM,60,56,63,82,74,84,80,58,63,51,60,C
Abraham,32,Spain,LB,41,63,57,71,73,73,72,69,70,76,75,C
Wang Shenchao,29,China PR,RB,24,60,39,74,67,64,69,35,66,83,67,C
S. Kaba,23,Guinea,ST,67,59,47,67,76,62,59,72,71,70,79,C
A. Bobichon,22,France,CM,65,72,65,73,75,66,69,75,58,66,63,C
K. Hoggas,26,France,CAM,65,71,66,65,66,67,62,70,64,67,74,C
L. Rodríguez,24,Argentina,LB,50,64,68,75,73,80,86,35,75,67,59,C
M. Crimi,28,Italy,LCM,58,65,60,79,71,75,82,64,81,88,66,C
L. Caicedo,22,Colombia,RDM,48,70,65,68,68,75,77,60,84,93,74,C
Carlinhos,23,Brazil,RS,68,63,46,87,84,60,75,61,45,74,70,C
R. Rubin,22,United States,ST,66,67,53,77,72,80,71,68,75,62,66,C
G. Ghazaryan,30,Armenia,RW,62,72,64,68,66,68,71,75,51,55,58,C
S. Raggett,24,England,CB,37,55,54,60,66,41,33,35,68,67,87,C
E. Akichi,28,Ivory Coast,LCM,46,65,68,75,69,71,68,59,72,82,59,C
L. Copete,29,Nicaragua,LCB,34,58,55,68,64,49,59,65,74,70,77,C
B. Woodburn,18,Wales,CAM,62,67,59,82,73,79,79,66,60,67,57,C
Z. Vanheusden,18,Belgium,CB,27,60,58,63,65,66,56,53,66,57,76,C
D. Mayor,27,England,LCM,62,60,58,71,73,82,82,60,69,68,66,C
C. Rivieyran,27,France,LB,34,64,58,68,72,70,82,65,81,90,60,C
D. Ljubicic,20,Austria,LDM,62,69,66,68,72,71,57,61,69,75,65,C
C. Cortés,34,Chile,LW,57,72,59,69,60,69,59,59,39,69,62,C
M. Boadu,17,Netherlands,ST,66,56,45,84,80,78,65,68,91,59,64,C
R. Eckardt,28,Germany,RDM,63,69,63,71,64,71,71,57,74,71,57,C
A. Deja,25,Poland,RDM,39,68,63,69,66,58,37,59,62,75,78,C
D. Arboleda,23,Colombia,CB,16,60,35,53,37,47,43,37,42,58,91,C
Roberson,29,Brazil,ST,67,63,53,68,63,75,67,68,80,55,66,C
Gerard Badía,28,Spain,RM,62,66,65,73,77,80,69,62,77,67,70,C
M. Zaccagni,23,Italy,CM,48,74,71,61,52,67,66,64,47,55,37,C
L. Brown,27,England,LB,47,63,59,69,73,64,76,67,78,84,78,C
M. Migliorini,26,Italy,CB,26,37,35,51,32,34,35,36,72,55,87,C
L. Aveldaño,32,Argentina,CB,49,63,58,54,57,52,43,71,73,75,82,C
S. Ajayi,24,Nigeria,RCB,19,52,38,77,76,56,35,34,69,75,80,C
M. Beister,27,Germany,RM,68,64,47,78,78,75,78,73,74,61,68,C
David Bruno,26,Portugal,RB,34,57,49,69,73,72,73,34,71,78,59,C
D. Gómez,30,Colombia,RB,38,64,60,86,77,69,84,36,65,88,82,C
Ibson,34,Brazil,CDM,43,73,69,67,67,65,70,65,66,67,62,C
F. Flores,31,Chile,LM,68,68,56,78,74,72,67,73,71,80,68,C
D. Graham,32,England,ST,72,63,61,38,41,57,55,74,72,48,83,C
J. Campuzano,22,Colombia,CDM,32,70,65,72,73,74,73,56,73,89,65,C
L. Trotter,29,England,LCM,62,66,64,64,60,57,66,67,76,66,79,C
I. Vetokele,26,Angola,ST,68,58,56,90,87,88,72,64,89,65,66,C
M. Milec,26,Slovenia,RB,46,63,62,78,76,73,70,52,60,75,54,C
M. Cremonesi,30,Italy,LCB,26,63,61,55,40,40,65,54,77,60,70,C
R. Tunnicliffe,25,England,CM,53,71,66,67,65,60,68,68,61,76,70,C
F. Depaoli,21,Italy,RM,50,65,66,72,70,68,70,62,33,45,37,C
D. Ulvestad,29,Norway,LCB,39,58,54,47,43,47,44,68,77,64,80,C
Y. Eteki,20,Cameroon,RDM,50,72,69,61,71,76,79,71,81,72,76,C
G. Pacheco,29,Chile,RB,27,55,62,80,80,67,63,22,63,76,71,C
L. Comas,23,Argentina,LM,61,60,55,88,85,84,76,61,52,83,34,C
Etxeberría,23,Spain,RB,19,68,56,74,73,70,61,37,75,74,69,C
A. Jackson,24,England,CB,30,62,37,50,53,63,63,40,81,58,76,C
Estevãtinho,26,Brazil,CAM,54,73,72,47,51,53,61,49,58,54,52,C
S. Ferguson,26,Northern Ireland,LM,57,62,59,75,76,75,77,59,68,69,64,C
T. Zhamaletdinov,21,Russia,ST,66,56,45,78,72,72,68,72,68,69,66,C
B. Rovira,21,Colombia,RDM,58,70,67,64,60,63,70,63,86,78,72,C
J. Mattock,28,England,LB,35,62,59,69,73,65,65,57,70,80,66,C
C. Songkrasin,24,Thailand,LW,51,64,60,88,81,89,75,62,37,68,48,C
J. Holland,29,Australia,RCM,55,64,62,67,67,76,67,70,74,83,72,C
J. Green,23,United States,CAM,67,66,51,78,75,82,80,63,65,71,49,C
M. Sarr,24,France,LB,26,67,55,34,51,34,33,45,53,60,93,C
A. Wiegel,26,Germany,RB,62,65,44,79,80,82,75,66,72,77,69,C
D. Murillo,24,Colombia,RB,34,64,45,80,77,72,74,52,79,76,61,C
M. Lackner,27,Austria,CDM,36,66,58,50,38,67,37,54,48,75,81,C
M. Døhr Thychosen,21,Denmark,RWB,58,66,55,79,84,72,75,61,73,79,70,C
K. Jóźwiak,20,Poland,LM,56,58,55,86,92,75,75,61,53,75,68,C
Y. Coulibaly,23,Burkina Faso,LB,41,58,55,77,78,85,86,43,60,90,60,C
J. Beckford,34,Jamaica,ST,67,54,36,62,66,65,63,62,70,61,73,C
J. Duma,24,Argentina,RW,59,59,48,82,77,81,62,61,83,63,60,C
J. Opoku,28,Netherlands,RW,63,67,62,68,69,68,66,70,84,59,76,C
P. Mpanzu,24,England,RCM,52,69,64,83,78,66,77,65,74,75,85,C
G. Moncur,24,England,CM,66,72,64,65,69,65,72,63,54,77,65,C
A. Jovanović,28,Australia,LCB,20,49,23,69,55,56,63,35,47,76,83,C
B. Saller,25,Germany,RB,47,71,66,74,70,70,71,65,70,72,64,C
Pacheco,34,Canada,RCM,58,72,67,55,55,61,64,62,55,64,68,C
M. Barrow,19,Gambia,ST,66,56,40,80,85,74,55,64,55,54,71,C
Andoni López,22,Spain,LB,31,62,54,71,72,60,53,43,70,64,59,C
S. Anderson,32,Scotland,CB,13,53,42,27,35,67,58,35,71,62,77,C
R. Crivello,26,Italy,LB,46,65,58,72,72,58,58,48,59,79,64,C
B. Pittón,25,Argentina,LWB,51,53,59,74,68,62,76,67,82,71,57,C
Y. Anchico,34,Colombia,CM,49,67,59,77,75,73,66,68,68,76,71,C
E. Soriano,29,Germany,ST,67,55,51,71,76,68,79,69,75,85,77,C
M. El Hamdaoui,33,Morocco,ST,66,64,59,66,52,67,55,67,52,49,65,C
T. Trevisan,34,Italy,LCB,40,51,48,59,54,39,58,57,56,68,80,C
H. Mier,28,Mexico,RCB,37,63,55,57,68,66,63,53,72,61,73,C
Ji Xiang,28,China PR,RB,60,60,63,70,68,62,72,70,60,74,79,C
G. Barnes,29,Jamaica,ST,61,66,58,71,77,67,68,77,74,76,79,C
E. Kılınç,23,Turkey,LM,56,69,60,76,69,76,64,54,45,55,42,C
M. de Luna,30,Mexico,CB,20,59,50,54,54,47,58,40,72,71,77,C
M. Sordell,27,England,RM,64,61,54,83,80,75,70,65,79,75,74,C
A. Messaoud,27,Morocco,CAM,64,67,60,60,58,67,65,59,42,63,68,C
Leandro,25,Brazil,LM,72,63,60,77,75,76,74,69,59,70,73,C
Y. Maruyama,29,Japan,CB,33,62,65,60,62,71,53,35,58,80,74,C
Dani Rodríguez,30,Spain,RCM,68,68,65,70,63,67,70,61,67,64,64,C
F. Migliore,30,Italy,LB,26,63,56,71,70,74,84,55,86,85,75,C
D. Høegh,27,Denmark,RCB,31,62,65,54,44,54,51,58,64,69,77,C
E. Atuesta,21,Colombia,CM,55,74,67,69,64,74,82,61,60,70,64,C
Joaquín,22,Spain,CB,43,67,66,70,71,29,33,59,56,69,79,C
B. Sævarsson,33,Iceland,RB,41,58,55,73,80,64,58,56,74,75,73,C
N. Helenius,27,Denmark,RS,70,65,60,65,67,54,33,69,34,71,77,C
R. Magyar,27,Sweden,LCB,32,63,50,51,54,58,56,52,52,59,79,C
A. Contreras,25,Chile,CB,48,66,62,57,51,50,42,41,76,72,83,C
Campabadal,25,Spain,RB,21,60,52,70,70,72,69,50,72,67,67,C
Zequinha,31,Portugal,RW,64,64,59,71,76,70,75,72,63,62,59,C
W. Kanga,20,Ivory Coast,ST,67,61,58,75,76,69,49,65,59,44,79,C
Nouhou,21,Cameroon,LB,28,63,55,86,87,71,72,56,84,82,76,C
M. Uslu,30,Turkey,LB,39,62,64,64,68,68,78,64,84,79,76,C
S. Lowry,29,Australia,RCB,36,63,61,55,58,59,51,51,75,65,88,C
N. Dorsch,20,Germany,RDM,49,73,67,70,61,79,77,55,75,67,60,C
Ilsinho,32,Brazil,RM,58,68,63,60,67,67,69,67,68,34,71,C
C. Taylor,31,England,LM,57,62,63,75,74,71,65,61,74,68,63,C
F. Narsingh,30,Netherlands,RM,47,67,55,84,86,76,74,56,35,54,56,C
M. Maâzou,29,Niger,RM,66,61,42,83,81,69,59,72,73,73,74,C
M. Mak,26,Poland,RM,63,60,59,81,82,93,78,56,86,49,61,C
D. Čotra,33,Serbia,LB,32,44,41,70,67,73,64,71,61,83,79,C
L. Laverone,29,Italy,RB,40,66,58,82,91,81,85,69,81,89,72,C
B. De Alba,25,Colombia,CAM,50,68,64,79,82,79,88,64,48,64,39,C
Chris Farminhão,34,Brazil,CB,45,66,62,43,57,44,42,71,81,44,82,C
F. Castillón,32,Argentina,RM,61,62,56,77,81,79,77,70,75,59,67,C
J. Żubrowski,26,Poland,LDM,31,65,61,64,60,66,66,68,61,76,66,C
H. Abe,19,Japan,LM,62,56,40,91,90,80,85,62,69,66,50,C
L. Novak,29,England,ST,66,59,51,55,63,62,66,70,75,71,78,C
H. Mosquera,31,Colombia,CB,35,43,59,47,51,44,42,63,72,47,83,C
F. Vanzo,24,Belgium,CAM,58,64,58,67,61,68,70,74,67,62,69,C
L. Garbutt,25,England,LB,49,66,63,69,67,70,69,60,71,71,66,C
He Guan,25,China PR,RCB,25,46,39,57,61,50,66,42,74,77,68,C
J. Vásquez,30,Colombia,CDM,31,66,65,63,67,64,66,54,34,75,73,C
L. Cabrera,24,Chile,CDM,42,68,62,59,59,70,70,60,59,72,71,C
T. Thompson,22,United States,RM,57,66,63,73,69,79,72,62,49,73,49,C
Y. Yeboah,21,Ghana,RW,60,60,48,88,86,84,80,61,64,54,30,C
Guille Donoso,22,Spain,RM,60,68,66,69,71,75,73,44,46,55,58,C
D. Murphy,35,Republic of Ireland,ST,70,59,55,36,36,46,50,76,65,52,85,C
A. Ajeti,24,Albania,RCB,19,54,52,68,69,69,46,52,79,50,77,C
Gabrielzinho,22,Brazil,RW,56,63,43,86,90,90,89,63,64,69,45,C
K. Pusch,25,Germany,CAM,61,70,62,67,68,74,71,58,71,78,66,C
J. Cummings,22,Scotland,ST,70,58,43,71,72,67,72,69,60,64,60,C
J. Ampuero,31,Chile,RCB,26,56,47,47,37,38,47,52,84,69,89,C
A. Lioi,21,Argentina,RM,65,67,58,71,70,70,78,61,54,74,51,C
J. Ryan,29,Republic of Ireland,CM,54,68,64,64,65,80,81,67,73,74,71,C
Zhao Mingjian,30,China PR,RB,48,66,62,75,70,67,72,59,68,74,71,C
K. Sierhuis,20,Netherlands,ST,75,58,44,55,64,53,72,75,77,74,80,C
K. Yonekura,30,Japan,RB,29,67,30,44,51,67,67,32,71,61,63,C
G. Arteaga,19,Mexico,LB,40,65,62,67,64,69,78,58,55,77,56,C
S. Camara,35,Senegal,ST,68,70,63,50,50,68,79,75,71,34,60,C
P. Corral,26,Chile,CM,61,71,70,49,59,58,59,71,57,82,48,C
D. Rose,24,England,LS,65,58,49,77,80,86,81,64,91,76,66,C
V. Skjerve,30,Norway,CB,53,60,46,61,66,52,49,69,62,76,77,C
A. Bastoni,19,Italy,CB,26,55,42,52,55,42,57,49,71,55,63,C
M. Farrona Pulido,25,Germany,LM,59,63,39,88,84,87,87,51,66,70,47,C
M. Reynolds,31,Scotland,CB,19,64,61,69,67,74,72,28,68,66,71,C
A. Nordvik,31,Norway,CB,34,61,59,74,76,73,66,68,76,67,75,C
C. Main,26,England,RS,66,55,45,70,74,63,57,77,80,77,86,C
M. Koch,23,Netherlands,CB,22,60,56,39,34,59,35,47,77,60,76,C
Fred Soidares,34,Brazil,LB,40,60,52,60,70,52,48,71,43,65,77,C
T. Yamashita,30,Japan,LCB,21,55,21,60,65,60,62,55,76,81,73,C
M. Escudero,29,Argentina,CB,16,54,46,57,56,46,62,32,79,47,70,C
S. Leuko,24,Cameroon,RB,42,62,53,74,77,75,81,71,62,80,66,C
Sergio Gómez,17,Spain,CAM,64,75,67,74,68,82,84,66,52,51,36,C
H. Eyjólfsson,27,Iceland,CB,38,60,56,73,74,46,58,59,71,60,78,C
M. Connolly,30,England,RB,44,64,57,55,57,41,47,63,73,64,76,C
Rafinha,36,Brazil,RB,57,67,65,61,58,60,57,71,64,63,68,C
M. Mikić,38,Croatia,RM,49,68,65,63,65,74,67,64,48,54,61,C
D. Samuel,24,England,ST,65,60,40,78,75,63,60,63,73,68,69,C
T. Kane,24,England,RB,44,64,58,78,74,65,69,65,65,74,58,C
F. Strauss,23,Austria,CB,26,52,41,46,33,32,32,37,69,55,91,C
C. Borthwick-Jackson,21,England,LB,42,66,61,68,73,61,58,45,73,64,66,C
R. Oxford,19,England,CB,22,63,57,66,72,62,53,49,66,65,72,C
Bruno Costa,21,Portugal,CM,58,73,71,74,65,75,77,65,60,55,49,C
A. Judge,29,Republic of Ireland,LW,63,72,62,63,58,74,86,70,65,54,56,C
M. Gajos,27,Poland,CDM,69,70,65,80,71,72,82,73,84,88,70,C
G. Rodríguez,27,Argentina,RW,63,64,35,71,72,67,69,67,37,76,51,C
F. Orlando,21,Italy,RW,64,61,53,92,91,82,83,61,43,74,34,C
S. Skålevik,25,Norway,ST,69,53,43,72,75,58,64,67,68,66,61,C
D. Acosta,20,United States,LB,39,69,58,72,77,67,63,63,69,74,68,C
D. Bohar,26,Slovenia,RM,58,64,61,83,79,80,70,57,51,60,45,C
E. Ebanks-Landell,25,England,CB,39,52,52,55,60,54,55,66,71,61,78,C
Nuno Cedrim,26,Brazil,CAM,50,73,76,72,71,62,75,71,58,60,74,C
B. Whiteman,22,England,CDM,61,70,68,73,70,74,75,57,67,77,68,C
M. Piossek,28,Poland,RM,61,64,59,69,72,74,75,71,72,82,65,C
E. Palomino,32,Colombia,LM,64,61,57,90,87,86,87,70,92,55,47,C
Z. Korcsmár,29,Hungary,CB,28,65,60,60,66,52,54,68,80,71,72,C
M. Pourié,27,Germany,LS,64,62,49,74,77,58,61,72,75,82,77,C
Baraka,31,Brazil,RDM,34,66,62,54,51,48,62,71,70,73,78,C
R. Acquafresca,30,Italy,ST,65,60,35,69,68,67,56,68,77,56,74,C
S. Camille,32,France,LB,37,65,52,84,86,89,74,61,86,76,72,C
K. Ota,30,Japan,LB,48,70,71,74,71,72,70,68,64,74,68,C
G. Bunoza,30,Bosnia Herzegovina,LB,24,59,51,55,36,59,55,62,63,69,92,C
B. Manuel,21,Belgium,RW,55,64,56,79,73,81,86,63,82,59,58,C
